Date,Month,Store_ID,Store_Name,Region,Format,Footfall,Transactions,Conversion_Rate,Basket_Size_VND,Units_Per_Transaction,Avg_Selling_Price_VND,Revenue_Target_VND,Revenue_Actual_VND,Gross_Margin_Rate,Shrinkage_Amt_VND,Shrinkage_Rate,Operating_Cost_VND,Operating_Cost_Rate,Labor_Hours,OT_Hours,Productivity_VND_per_Labor_Hour,Productivity_Target_VND_per_Labor_Hour,Attendance_Rate,Audit_Score,Stock_Availability_Rate,NPS,Complaints,On_Time_Opening_Flag,Target_Attainment_Pct
2025-03-29,2025-03-01,S010,Bien Hoa Value,South,Supermarket,1892,505,0.2669,259508,2.59,100196,123280674,131051540,0.2314,838730,0.0064,16001393,0.1221,123,10.7,1065460,506001,0.9593,85.1,0.9673,71.9,3,1,1.063
2025-03-30,2025-03-01,S001,Vincom Central,South,Hypermarket,2404,505,0.2101,305878,4.54,67374,138669581,154468390,0.2109,556086,0.0036,16821608,0.1089,227,6.0,680477,662964,0.9615,87.6,0.9799,70.9,2,1,1.1139
2025-03-30,2025-03-01,S002,District 7 Hub,South,Supermarket,1291,308,0.2387,240853,3.07,78454,69674401,74182724,0.1996,356077,0.0048,9769865,0.1317,153,10.4,484854,366956,0.9633,90.9,0.9678,66.9,2,1,1.0647
2025-03-30,2025-03-01,S003,Thu Duc Family,South,Supermarket,2052,403,0.1964,354632,4.29,82665,128312803,142916696,0.1969,1229084,0.0086,21280296,0.1489,142,7.0,1006456,361703,0.9691,84.5,0.9775,66.7,3,1,1.1138
2025-03-30,2025-03-01,S004,Ha Noi Prime,North,Hypermarket,2573,723,0.2809,335205,3.11,107783,233676074,242353215,0.2113,1866120,0.0077,30536505,0.126,262,18.6,925012,608236,0.9765,95.8,0.9721,71.1,4,1,1.0371
2025-03-30,2025-03-01,S005,Cau Giay Fresh,North,Supermarket,1306,282,0.2157,270430,2.93,92297,65138134,76261260,0.2156,419437,0.0055,9471648,0.1242,120,3.4,635510,371390,0.9621,88.5,0.9664,68.1,1,1,1.1708
2025-03-30,2025-03-01,S006,Hai Phong Gateway,North,Supermarket,2087,502,0.2408,291867,3.15,92656,128376956,146517234,0.2662,1084228,0.0074,20600323,0.1406,142,8.4,1031812,454800,0.9414,83.7,0.9802,73.5,2,1,1.1413
2025-03-30,2025-03-01,S007,Da Nang Beachside,Central,Supermarket,1857,412,0.2216,237658,3.14,75687,87834911,97915096,0.1978,499367,0.0051,13424160,0.1371,138,6.7,709530,380916,0.9863,89.8,0.9716,82.2,2,1,1.1148
2025-03-30,2025-03-01,S008,Hue Riverside,Central,Convenience Plus,965,253,0.2626,321389,4.54,70791,83720012,81311417,0.2021,487869,0.006,12196713,0.15,95,15.1,855910,337040,0.9565,93.0,0.9768,72.1,5,1,0.9712
2025-03-30,2025-03-01,S009,Can Tho Market,South,Convenience Plus,1108,243,0.2196,313579,3.62,86624,69888707,76199697,0.232,320039,0.0042,11986212,0.1573,98,15.4,777548,284862,0.9503,89.5,0.9847,71.2,4,1,1.0903
2025-03-30,2025-03-01,S010,Bien Hoa Value,South,Supermarket,1995,509,0.2551,271934,3.98,68325,123280674,138414406,0.2327,1010425,0.0073,19198078,0.1387,125,13.5,1107315,506001,0.9547,89.3,0.9739,65.6,3,1,1.1228
2025-03-31,2025-03-01,S001,Vincom Central,South,Hypermarket,1898,417,0.2197,297089,4.21,70567,117621519,123886113,0.2074,421213,0.0034,13862856,0.1119,209,8.7,592757,662964,0.9577,89.8,0.9866,78.0,2,1,1.0533
2025-03-31,2025-03-01,S002,District 7 Hub,South,Supermarket,1078,281,0.2609,215943,2.55,84684,59098822,60679983,0.1827,273060,0.0045,8379906,0.1381,136,7.5,446176,366956,0.9604,88.1,0.9862,79.5,4,1,1.0268
2025-03-31,2025-03-01,S003,Thu Duc Family,South,Supermarket,1594,319,0.2001,321294,2.88,111560,108836753,102492786,0.2079,748197,0.0073,14031262,0.1369,130,2.6,788406,361703,0.9684,80.5,0.97,60.2,4,1,0.9417
2025-03-31,2025-03-01,S004,Ha Noi Prime,North,Hypermarket,2109,528,0.2504,327916,3.66,89595,198207384,173139648,0.2166,1558257,0.009,20742130,0.1198,241,11.5,718422,608236,0.995,89.5,0.9788,71.4,3,1,0.8735
2025-03-31,2025-03-01,S005,Cau Giay Fresh,North,Supermarket,956,196,0.2045,252947,4.29,58962,55251096,49577612,0.2235,282592,0.0057,5969144,0.1204,131,12.8,378455,371390,0.9577,89.3,0.9793,78.4,1,1,0.8973
2025-03-31,2025-03-01,S006,Hai Phong Gateway,North,Supermarket,1833,405,0.2207,269222,3.36,80126,108891168,109034910,0.2671,512464,0.0047,14894169,0.1366,138,8.1,790108,454800,0.9663,89.1,0.9651,71.9,2,1,1.0013
2025-03-31,2025-03-01,S007,Da Nang Beachside,Central,Supermarket,1356,276,0.2039,231208,3.18,72707,74502826,63813408,0.1878,440313,0.0069,8385082,0.1314,124,1.3,514624,380916,0.961,81.2,0.9606,64.0,8,0,0.8565
2025-03-31,2025-03-01,S008,Hue Riverside,Central,Convenience Plus,722,191,0.2646,316557,2.45,129207,71012510,60462387,0.2079,247896,0.0041,8718676,0.1442,75,4.4,806165,337040,0.9532,89.7,0.9663,75.0,3,1,0.8514
2025-03-31,2025-03-01,S009,Can Tho Market,South,Convenience Plus,945,198,0.21,280532,2.48,113118,59280599,55545336,0.2363,216627,0.0039,7465293,0.1344,83,5.0,669221,284862,0.9783,91.2,0.9726,66.7,1,1,0.937
2025-03-31,2025-03-01,S010,Bien Hoa Value,South,Supermarket,1391,352,0.2533,279114,2.81,99329,104568429,98248128,0.2202,864584,0.0088,11946972,0.1216,113,0,869452,506001,0.9708,89.6,0.9827,75.5,0,1,0.9396
2025-04-01,2025-04-01,S001,Vincom Central,South,Hypermarket,1991,382,0.1921,275274,4.51,61036,121150165,105154668,0.2096,378557,0.0036,12934024,0.123,202,1.0,520568,662964,0.9909,93.3,0.9771,70.4,5,1,0.868
2025-04-01,2025-04-01,S002,District 7 Hub,South,Supermarket,1022,259,0.2535,225035,2.78,80948,60871787,58284065,0.1866,355533,0.0061,7093171,0.1217,143,7.5,407581,366956,0.9749,84.7,0.9811,61.6,2,1,0.9575
2025-04-01,2025-04-01,S003,Thu Duc Family,South,Supermarket,1717,355,0.2065,331192,3.96,83634,112101855,117573160,0.2106,834769,0.0071,16977564,0.1444,140,14.8,839808,361703,0.9787,94.6,0.998,69.3,4,1,1.0488
2025-04-01,2025-04-01,S004,Ha Noi Prime,North,Hypermarket,2326,655,0.2818,342523,3.82,89666,204153606,224352565,0.2143,2243526,0.01,24723653,0.1102,221,9.1,1015170,608236,0.9725,84.0,0.9788,74.3,2,1,1.0989
2025-04-01,2025-04-01,S005,Cau Giay Fresh,North,Supermarket,1033,223,0.2162,267338,2.65,100882,56908629,59616374,0.2248,321928,0.0054,8089942,0.1357,128,12.7,465753,371390,0.9586,90.5,0.9843,75.2,3,1,1.0476
2025-04-01,2025-04-01,S006,Hai Phong Gateway,North,Supermarket,1948,425,0.2184,273611,3.27,83673,112157903,116284675,0.2495,569795,0.0049,14861181,0.1278,143,12.0,813180,454800,0.9943,86.1,0.9738,66.2,4,1,1.0368
2025-04-01,2025-04-01,S007,Da Nang Beachside,Central,Supermarket,1436,305,0.2123,227317,3.22,70595,76737911,69331685,0.1896,235728,0.0034,9359777,0.135,136,1.4,509792,380916,0.9944,86.6,0.9765,74.3,2,1,0.9035
2025-04-01,2025-04-01,S008,Hue Riverside,Central,Convenience Plus,776,199,0.2559,314356,3.51,89560,73142885,62556844,0.1977,312784,0.005,9070742,0.145,75,3.2,834091,337040,0.9879,93.9,0.9761,67.1,2,1,0.8553
2025-04-01,2025-04-01,S009,Can Tho Market,South,Convenience Plus,972,197,0.2026,287526,4.16,69117,61059017,56642622,0.2412,249228,0.0044,7618433,0.1345,88,4.0,643666,284862,0.9868,86.6,0.9641,57.5,5,1,0.9277
2025-04-01,2025-04-01,S010,Bien Hoa Value,South,Supermarket,1698,424,0.2495,273347,4.01,68166,107705481,115899128,0.2256,718575,0.0062,14846678,0.1281,117,11.2,990591,506001,0.9837,95.2,0.9831,71.3,5,1,1.0761
2025-04-02,2025-04-01,S001,Vincom Central,South,Hypermarket,2054,447,0.2178,292029,3.65,80008,121150165,130536963,0.2189,678792,0.0052,16539033,0.1267,204,3.3,639887,662964,0.9793,98,0.9803,74.0,3,1,1.0775
2025-04-02,2025-04-01,S002,District 7 Hub,South,Supermarket,965,241,0.2492,240578,3.15,76374,60871787,57979298,0.1976,359472,0.0062,6719801,0.1159,134,2.2,432681,366956,0.9563,91.3,0.9854,81.0,2,1,0.9525
2025-04-02,2025-04-01,S003,Thu Duc Family,South,Supermarket,1615,348,0.2157,334200,3.01,111030,112101855,116301600,0.2077,907152,0.0078,17712734,0.1523,126,5.7,923029,361703,0.9766,89.0,0.9842,66.0,2,1,1.0375
2025-04-02,2025-04-01,S004,Ha Noi Prime,North,Hypermarket,2048,575,0.2808,325345,2.73,119174,204153606,187073375,0.2072,1608831,0.0086,23290635,0.1245,219,1.5,854216,608236,0.9745,81.4,0.9742,66.7,7,1,0.9163
2025-04-02,2025-04-01,S005,Cau Giay Fresh,North,Supermarket,1039,196,0.1891,259594,4.49,57816,56908629,50880424,0.219,269666,0.0053,6517782,0.1281,126,11.7,403813,371390,0.9733,80.6,0.9826,56.7,4,1,0.8941
2025-04-02,2025-04-01,S006,Hai Phong Gateway,North,Supermarket,1771,441,0.2493,278497,3.27,85167,112157903,122817177,0.2513,859720,0.007,14787188,0.1204,122,2.9,1006698,454800,0.9581,89.6,0.9747,62.4,5,1,1.095
2025-04-02,2025-04-01,S007,Da Nang Beachside,Central,Supermarket,1552,302,0.1947,238232,4.37,54515,76737911,71946064,0.2036,496428,0.0069,9849416,0.1369,137,6.7,525154,380916,0.9743,83.3,0.9757,73.9,4,1,0.9376
2025-04-02,2025-04-01,S008,Hue Riverside,Central,Convenience Plus,847,227,0.268,304385,2.76,110284,73142885,69095395,0.2049,435301,0.0063,9790817,0.1417,78,2.7,885838,337040,0.999,97.4,0.9812,82.4,2,1,0.9447
2025-04-02,2025-04-01,S009,Can Tho Market,South,Convenience Plus,916,184,0.2013,306561,2.56,119750,61059017,56407224,0.2418,169222,0.003,7953419,0.141,83,5.6,679605,284862,0.9788,93.5,0.9822,66.0,1,1,0.9238
2025-04-02,2025-04-01,S010,Bien Hoa Value,South,Supermarket,1479,360,0.2435,264456,3.4,77781,107705481,95204160,0.2332,780674,0.0082,12024285,0.1263,107,0,889759,506001,0.9604,93.3,0.9827,76.2,0,1,0.8839
2025-04-03,2025-04-01,S001,Vincom Central,South,Hypermarket,1899,357,0.1881,310359,2.72,114103,121150165,110798163,0.2191,409953,0.0037,14359442,0.1296,227,10.6,488098,662964,0.9849,94.5,0.9774,69.5,4,1,0.9146
2025-04-03,2025-04-01,S002,District 7 Hub,South,Supermarket,1167,293,0.2514,224302,3.96,56642,60871787,65720486,0.2016,354891,0.0054,8169056,0.1243,142,3.9,462820,366956,0.9601,85.7,0.9676,74.9,4,1,1.0797
2025-04-03,2025-04-01,S003,Thu Duc Family,South,Supermarket,1839,401,0.2181,350023,3.39,103252,112101855,140359223,0.213,1389556,0.0099,18709884,0.1333,126,8.1,1113962,361703,0.9673,83.0,0.9617,71.6,1,1,1.2521
2025-04-03,2025-04-01,S004,Ha Noi Prime,North,Hypermarket,2116,595,0.2813,336224,2.49,135030,204153606,200053280,0.2052,1480394,0.0074,25166703,0.1258,223,6.1,897100,608236,0.9505,88.2,0.9729,71.8,3,1,0.9799
2025-04-03,2025-04-01,S005,Cau Giay Fresh,North,Supermarket,1131,208,0.1841,264848,4.53,58465,56908629,55088384,0.208,275442,0.005,6726292,0.1221,130,9.1,423757,371390,0.9816,94.7,0.9883,67.3,0,1,0.968
2025-04-03,2025-04-01,S006,Hai Phong Gateway,North,Supermarket,2021,484,0.2397,246122,4.52,54452,112157903,119123048,0.2603,559878,0.0047,15414522,0.1294,134,4.5,888978,454800,0.9553,98,0.9719,57.8,3,1,1.0621
2025-04-03,2025-04-01,S007,Da Nang Beachside,Central,Supermarket,1588,351,0.2211,243013,4.43,54856,76737911,85297563,0.2012,383839,0.0045,10090702,0.1183,123,1.4,693476,380916,0.97,91.2,0.9877,69.1,0,1,1.1115
2025-04-03,2025-04-01,S008,Hue Riverside,Central,Convenience Plus,830,227,0.2736,311163,2.4,129651,73142885,70634001,0.1986,452058,0.0064,10573910,0.1497,81,6.8,872025,337040,0.992,93.4,0.9602,81.0,3,1,0.9657
2025-04-03,2025-04-01,S009,Can Tho Market,South,Convenience Plus,1094,235,0.2147,292749,3.68,79551,61059017,68796015,0.2399,295823,0.0043,10243727,0.1489,89,13.5,772989,284862,0.9433,86.5,0.9866,72.4,0,1,1.1267
2025-04-03,2025-04-01,S010,Bien Hoa Value,South,Supermarket,1594,393,0.2465,264721,2.62,101039,107705481,104035353,0.2327,749055,0.0072,12650699,0.1216,121,8.9,859796,506001,0.9669,86.4,0.9722,60.3,4,1,0.9659
2025-04-04,2025-04-01,S001,Vincom Central,South,Hypermarket,2117,443,0.209,277688,2.74,101346,117621519,123015784,0.1981,590476,0.0048,15389275,0.1251,217,12.5,566893,662964,0.999,87.2,0.9881,72.5,3,1,1.0459
2025-04-04,2025-04-01,S002,District 7 Hub,South,Supermarket,1174,287,0.2444,230959,3.46,66751,59098822,66285233,0.1948,285027,0.0043,8849079,0.1335,149,9.1,444867,366956,0.9711,85.3,0.9787,64.6,4,1,1.1216
2025-04-04,2025-04-01,S003,Thu Duc Family,South,Supermarket,1735,335,0.193,313106,2.72,115112,108836753,104890510,0.1973,902058,0.0086,15880423,0.1514,133,11.5,788650,361703,0.9754,86.5,0.9537,78.6,5,1,0.9637
2025-04-04,2025-04-01,S004,Ha Noi Prime,North,Hypermarket,2368,626,0.2643,328256,3.77,87071,198207384,205488256,0.2134,1643906,0.008,25665483,0.1249,232,13.2,885725,608236,0.9481,85.7,0.9887,82.6,3,1,1.0367
2025-04-04,2025-04-01,S005,Cau Giay Fresh,North,Supermarket,1109,236,0.2127,238837,2.81,84995,55251096,56365532,0.2168,259281,0.0046,6724408,0.1193,118,6.2,477674,371390,0.99,91.1,0.9683,76.2,3,1,1.0202
2025-04-04,2025-04-01,S006,Hai Phong Gateway,North,Supermarket,1876,452,0.2409,266291,3.44,77410,108891168,120363532,0.2594,734218,0.0061,14828787,0.1232,134,9.7,898235,454800,0.9439,86.6,0.986,68.1,4,1,1.1054
2025-04-04,2025-04-01,S007,Da Nang Beachside,Central,Supermarket,1436,320,0.2231,246113,4.6,53503,74502826,78756160,0.1979,464661,0.0059,9694883,0.1231,137,5.4,574862,380916,0.9909,78.3,0.9706,74.6,7,0,1.0571
2025-04-04,2025-04-01,S008,Hue Riverside,Central,Convenience Plus,775,197,0.2542,308737,2.6,118745,71012510,60821189,0.2008,243285,0.004,9007618,0.1481,82,8.5,741722,337040,0.948,87.8,0.9776,71.6,3,0,0.8565
2025-04-04,2025-04-01,S009,Can Tho Market,South,Convenience Plus,926,178,0.1926,285233,4.07,70082,59280599,50771474,0.2452,218317,0.0043,7168932,0.1412,79,3.5,642677,284862,0.9732,87.8,0.9691,58.5,0,1,0.8565
2025-04-04,2025-04-01,S010,Bien Hoa Value,South,Supermarket,1747,435,0.2488,279370,2.6,107450,104568429,121525950,0.2184,1045123,0.0086,14182078,0.1167,118,9.3,1029881,506001,0.9675,86.6,0.992,72.4,5,1,1.1622
2025-04-05,2025-04-01,S001,Vincom Central,South,Hypermarket,2313,514,0.2222,296083,3.13,94595,138669581,152186662,0.1996,715277,0.0047,19327706,0.127,234,7.9,650370,662964,0.9883,87.8,0.9871,70.6,4,1,1.0975
2025-04-05,2025-04-01,S002,District 7 Hub,South,Supermarket,1087,265,0.2438,245870,4.33,56783,69674401,65155550,0.1939,508213,0.0078,7518950,0.1154,143,3.4,455633,366956,0.9644,81.8,0.9674,66.5,3,1,0.9351
2025-04-05,2025-04-01,S003,Thu Duc Family,South,Supermarket,1871,390,0.2087,350368,2.99,117180,128312803,136643520,0.2082,1079484,0.0079,19826975,0.1451,145,13.5,942369,361703,0.9861,87.0,0.9736,75.0,5,1,1.0649
2025-04-05,2025-04-01,S004,Ha Noi Prime,North,Hypermarket,2487,683,0.2747,381055,2.95,129171,233676074,260260565,0.2189,1717720,0.0066,29903939,0.1149,231,9.3,1126669,608236,0.9694,91.1,0.9773,75.7,2,1,1.1138
2025-04-05,2025-04-01,S005,Cau Giay Fresh,North,Supermarket,1095,229,0.2094,262262,3.15,83258,65138134,60057998,0.2139,240232,0.004,8402114,0.1399,134,9.3,448194,371390,0.9811,94.5,0.9852,67.7,3,0,0.922
2025-04-05,2025-04-01,S006,Hai Phong Gateway,North,Supermarket,1810,419,0.2314,261597,3.86,67771,128376956,109609143,0.2688,789186,0.0072,14303993,0.1305,133,6.3,824129,454800,0.9688,92.6,0.9786,68.9,3,1,0.8538
2025-04-05,2025-04-01,S007,Da Nang Beachside,Central,Supermarket,1556,324,0.2082,263466,2.71,97220,87834911,85362984,0.1879,401206,0.0047,10465502,0.1226,149,10.7,572906,380916,0.9658,88.8,0.9765,66.0,0,1,0.9719
2025-04-05,2025-04-01,S008,Hue Riverside,Central,Convenience Plus,889,233,0.262,319955,2.89,110711,83720012,74549515,0.2192,298198,0.004,10623306,0.1425,88,9.4,847154,337040,0.9789,90.8,0.9677,57.0,2,1,0.8905
2025-04-05,2025-04-01,S009,Can Tho Market,South,Convenience Plus,1094,224,0.2046,311285,4.16,74828,69888707,69727840,0.245,299830,0.0043,10243020,0.1469,88,3.7,792362,284862,0.9873,91.1,0.979,74.7,1,1,0.9977
2025-04-05,2025-04-01,S010,Bien Hoa Value,South,Supermarket,1777,463,0.2607,263948,3.49,75630,123280674,122207924,0.223,818793,0.0067,16656940,0.1363,132,13.8,925818,506001,0.9698,89.1,0.9758,67.3,0,1,0.9913
2025-04-06,2025-04-01,S001,Vincom Central,South,Hypermarket,2302,460,0.1998,294037,3.28,89645,138669581,135257020,0.2153,473400,0.0035,15973854,0.1181,231,11.2,585528,662964,0.9525,85.8,0.9824,71.1,4,1,0.9754
2025-04-06,2025-04-01,S002,District 7 Hub,South,Supermarket,1155,274,0.2373,255049,2.44,104528,69674401,69883426,0.1819,321464,0.0046,8847242,0.1266,158,8.6,442300,366956,0.9605,87.7,0.9717,61.4,2,1,1.003
2025-04-06,2025-04-01,S003,Thu Duc Family,South,Supermarket,1858,375,0.2018,332890,3.22,103382,128312803,124833750,0.1943,836386,0.0067,16577922,0.1328,136,10.8,917895,361703,0.9879,90.8,0.9793,67.1,3,1,0.9729
2025-04-06,2025-04-01,S004,Ha Noi Prime,North,Hypermarket,2587,730,0.2823,359710,3.78,95161,233676074,262588300,0.2201,2468330,0.0094,32377137,0.1233,237,10.3,1107968,608236,0.99,92.0,0.9613,78.5,4,1,1.1237
2025-04-06,2025-04-01,S005,Cau Giay Fresh,North,Supermarket,1195,224,0.1875,268499,4.43,60609,65138134,60143776,0.2098,306733,0.0051,7650288,0.1272,127,10.3,473573,371390,0.9555,89.9,0.9679,71.7,4,1,0.9233
2025-04-06,2025-04-01,S006,Hai Phong Gateway,North,Supermarket,1896,423,0.223,282423,4.01,70430,128376956,119464929,0.2508,931826,0.0078,16139712,0.1351,136,7.5,878419,454800,0.97,90.3,0.9611,69.0,5,1,0.9306
2025-04-06,2025-04-01,S007,Da Nang Beachside,Central,Supermarket,1821,372,0.2041,256718,2.74,93693,87834911,95499096,0.1827,343797,0.0036,11249794,0.1178,142,2.3,672529,380916,0.9818,88.2,0.9827,67.9,2,1,1.0873
2025-04-06,2025-04-01,S008,Hue Riverside,Central,Convenience Plus,866,218,0.2519,323157,4.19,77126,83720012,70448226,0.2038,507227,0.0072,9630272,0.1367,87,6.7,809750,337040,0.9491,87.9,0.9643,79.8,0,1,0.8415
2025-04-06,2025-04-01,S009,Can Tho Market,South,Convenience Plus,1208,259,0.214,307443,4.5,68321,69888707,79627737,0.2373,278697,0.0035,11506208,0.1445,92,9.2,865519,284862,0.9475,84.5,0.9727,67.9,5,1,1.1394
2025-04-06,2025-04-01,S010,Bien Hoa Value,South,Supermarket,1759,484,0.275,290421,2.65,109593,123280674,140563764,0.227,1110454,0.0079,16923877,0.1204,130,11.1,1081260,506001,0.9768,89.0,0.9672,58.0,0,1,1.1402
2025-04-07,2025-04-01,S001,Vincom Central,South,Hypermarket,1918,373,0.1944,279741,4.4,63577,117621519,104343393,0.2073,479980,0.0046,12562945,0.1204,212,11.3,492186,662964,0.9436,84.0,0.9746,64.5,5,1,0.8871
2025-04-07,2025-04-01,S002,District 7 Hub,South,Supermarket,1012,259,0.2558,221194,4.17,53044,59098822,57289246,0.1854,297904,0.0052,6828878,0.1192,134,4.1,427532,366956,0.9561,85.3,0.9715,61.6,3,1,0.9694
2025-04-07,2025-04-01,S003,Thu Duc Family,South,Supermarket,1636,312,0.191,345538,4.12,83868,108836753,107807856,0.212,754655,0.007,15049977,0.1396,125,0.3,862463,361703,0.9571,82.0,0.9734,70.6,2,1,0.9905
2025-04-07,2025-04-01,S004,Ha Noi Prime,North,Hypermarket,2223,590,0.2656,362923,3.82,95006,198207384,214124570,0.2032,2184071,0.0102,29228004,0.1365,237,13.4,903479,608236,0.9411,81.8,0.9791,68.8,3,1,1.0803
2025-04-07,2025-04-01,S005,Cau Giay Fresh,North,Supermarket,1012,186,0.1834,266306,3.72,71588,55251096,49532916,0.217,277384,0.0056,6409559,0.1294,115,1.3,430721,371390,0.9507,89.1,0.977,71.6,2,1,0.8965
2025-04-07,2025-04-01,S006,Hai Phong Gateway,North,Supermarket,1746,402,0.2302,246294,2.51,98125,108891168,99010188,0.262,554457,0.0056,12802017,0.1293,129,8.3,767521,454800,0.979,88.3,0.9715,70.5,2,1,0.9093
2025-04-07,2025-04-01,S007,Da Nang Beachside,Central,Supermarket,1541,320,0.2077,256980,3.21,80056,74502826,82233600,0.1824,419391,0.0051,10558794,0.1284,132,7.1,622982,380916,0.9646,90.5,0.9611,75.6,3,1,1.1038
2025-04-07,2025-04-01,S008,Hue Riverside,Central,Convenience Plus,818,213,0.2605,316358,4.6,68773,71012510,67384254,0.216,505382,0.0075,9117090,0.1353,84,8.7,802194,337040,0.9746,80.0,0.9808,83.0,1,1,0.9489
2025-04-07,2025-04-01,S009,Can Tho Market,South,Convenience Plus,949,212,0.2229,309744,4.02,77051,59280599,65665728,0.2334,262663,0.004,8891140,0.1354,84,3.9,781735,284862,0.964,79.6,0.967,74.3,1,1,1.1077
2025-04-07,2025-04-01,S010,Bien Hoa Value,South,Supermarket,1545,389,0.252,255977,3.88,65973,104568429,99575053,0.2138,706983,0.0071,14089870,0.1415,114,9.0,873465,506001,0.9497,91.6,0.9724,68.4,0,1,0.9522
2025-04-08,2025-04-01,S001,Vincom Central,South,Hypermarket,1825,387,0.212,309128,3.35,92277,117621519,119632536,0.1976,346934,0.0029,14200382,0.1187,221,4.1,541324,662964,0.9791,89.8,0.9715,79.0,2,1,1.0171
2025-04-08,2025-04-01,S002,District 7 Hub,South,Supermarket,1018,261,0.2566,220596,4.14,53284,59098822,57575556,0.1974,328181,0.0057,7663307,0.1331,132,0.1,436178,366956,0.9552,91.7,0.9763,69.8,3,1,0.9742
2025-04-08,2025-04-01,S003,Thu Duc Family,South,Supermarket,1699,354,0.2084,354523,3.57,99306,108836753,125501142,0.2154,815757,0.0065,16340249,0.1302,134,9.1,936576,361703,0.9786,90.9,0.9792,59.8,3,1,1.1531
2025-04-08,2025-04-01,S004,Ha Noi Prime,North,Hypermarket,2217,609,0.2749,352399,3.15,111873,198207384,214610991,0.2088,1716888,0.008,28350112,0.1321,231,10.6,929052,608236,0.9376,80.0,0.9724,80.0,4,1,1.0828
2025-04-08,2025-04-01,S005,Cau Giay Fresh,North,Supermarket,1185,219,0.1847,263323,4.17,63147,55251096,57667737,0.2225,351773,0.0061,7046997,0.1222,123,10.9,468843,371390,0.988,93.5,0.9693,72.3,3,1,1.0437
2025-04-08,2025-04-01,S006,Hai Phong Gateway,North,Supermarket,1870,432,0.2311,249594,3.82,65339,108891168,107824608,0.2701,646948,0.006,15623786,0.1449,131,0,823089,454800,0.9829,91.4,0.9775,71.0,2,1,0.9902
2025-04-08,2025-04-01,S007,Da Nang Beachside,Central,Supermarket,1384,310,0.2239,252568,4.11,61452,74502826,78296080,0.1985,336673,0.0043,9943602,0.127,128,1.1,611688,380916,0.9661,88.4,0.9792,74.0,2,1,1.0509
2025-04-08,2025-04-01,S008,Hue Riverside,Central,Convenience Plus,884,232,0.2628,301055,3.91,76996,71012510,69844760,0.2055,447006,0.0064,10253211,0.1468,79,3.8,884111,337040,0.9565,85.4,0.9718,83.7,0,1,0.9836
2025-04-08,2025-04-01,S009,Can Tho Market,South,Convenience Plus,956,203,0.2128,286625,4.35,65891,59280599,58184875,0.229,238558,0.0041,8529903,0.1466,94,14.1,618988,284862,0.9463,84.6,0.9828,76.9,1,1,0.9815
2025-04-08,2025-04-01,S010,Bien Hoa Value,South,Supermarket,1407,341,0.2426,283748,2.83,100264,104568429,96758068,0.2299,619252,0.0064,11107826,0.1148,116,9.6,834121,506001,0.9737,90.5,0.9699,70.1,2,1,0.9253
2025-04-09,2025-04-01,S001,Vincom Central,South,Hypermarket,2059,393,0.1907,296494,4.47,66330,117621519,116522142,0.1962,547654,0.0047,13306829,0.1142,218,10.5,534505,662964,0.9659,89.0,0.9757,56.9,1,1,0.9907
2025-04-09,2025-04-01,S002,District 7 Hub,South,Supermarket,1114,268,0.2405,241692,4.47,54070,59098822,64773456,0.2027,427505,0.0066,8433504,0.1302,134,1.4,483384,366956,0.9716,87.7,0.9804,64.4,1,1,1.096
2025-04-09,2025-04-01,S003,Thu Duc Family,South,Supermarket,1447,324,0.2237,320009,4.5,71113,108836753,103682916,0.2119,777622,0.0075,15262125,0.1472,128,6.7,810023,361703,0.9677,91.7,0.983,70.3,3,1,0.9526
2025-04-09,2025-04-01,S004,Ha Noi Prime,North,Hypermarket,2229,568,0.2549,330323,3.55,93049,198207384,187623464,0.2081,1294602,0.0069,22908825,0.1221,221,5.2,848975,608236,0.968,87.5,0.975,62.6,6,1,0.9466
2025-04-09,2025-04-01,S005,Cau Giay Fresh,North,Supermarket,1136,227,0.2002,269170,2.7,99693,55251096,61101590,0.2042,305508,0.005,7741571,0.1267,118,7.8,517810,371390,0.9695,91.9,0.9735,62.2,2,1,1.1059
2025-04-09,2025-04-01,S006,Hai Phong Gateway,North,Supermarket,1826,436,0.2388,273959,3.03,90416,108891168,119446124,0.2505,764455,0.0064,16579122,0.1388,127,0,940521,454800,0.999,91.6,0.9859,73.4,2,1,1.0969
2025-04-09,2025-04-01,S007,Da Nang Beachside,Central,Supermarket,1526,310,0.2028,249971,3.05,81958,74502826,77491010,0.1945,325462,0.0042,9453903,0.122,137,8.3,565628,380916,0.9519,85.6,0.9723,58.9,1,0,1.0401
2025-04-09,2025-04-01,S008,Hue Riverside,Central,Convenience Plus,807,225,0.2783,311575,3.13,99545,71012510,70104375,0.1999,294438,0.0042,10480604,0.1495,79,8.3,887397,337040,0.9855,91.0,0.9694,70.3,5,1,0.9872
2025-04-09,2025-04-01,S009,Can Tho Market,South,Convenience Plus,1038,209,0.2015,278323,4.53,61440,59280599,58169507,0.2368,191959,0.0033,9516531,0.1636,94,12.7,618825,284862,0.9351,85.5,0.9623,61.0,7,0,0.9813
2025-04-09,2025-04-01,S010,Bien Hoa Value,South,Supermarket,1406,356,0.2535,274635,3.08,89167,104568429,97770060,0.233,987478,0.0101,13492268,0.138,114,8.3,857632,506001,0.9651,84.3,0.9765,66.1,6,1,0.935
